Diameter of Largest Included Sphere (A),Diameter of Largest Free Sphere (A),Diameter of Largest Included Sphere Along Free Sphere Path (A),Unit Cell Volume (A^3),Density (g/cm^3),AV per unit cell (A^3),AV Void Fraction,AV per mass (cm^3/g),NAV per unit cell (A^3),NAV Void Fraction,NAV per mass (cm^3/g),ASA per unit cell (A^2),ASA (m^2/cm^3),ASA per mass (m^2/g),NASA per unit cell (A^2),NASA (m^2/cm^3),NASA per mass (m^2/g),y
40.92288,27.5054,39.76374,224410,0.360606,167724,0.7474,2.07262,0,0,0,24512.9,1092.32,3029.14,0,0,0,0
40.72102,27.51946,40.5977,220196,0.358083,166019,0.75396,2.10554,0,0,0,24025.4,1091.09,3047.04,0,0,0,0
46.69902,27.38191,46.67342,246894,0.338759,186810,0.75664,2.23357,0,0,0,25711.7,1041.41,3074.19,0.401015,0.0162424,0.0479469,0
43.55541,28.13278,43.55541,239437,0.34353,181143,0.75654,2.20225,0,0,0,25309.7,1057.05,3077.03,0,0,0,0
43.38075,27.8395,43.1933,237125,0.349571,177891,0.7502,2.14606,0,0,0,25410,1071.59,3065.43,0.131799,0.0055582,0.0159,0
38.28361,27.00139,38.25685,201143,0.385156,147349,0.73256,1.90198,0,0,0,22941.7,1140.57,2961.32,0.0658993,0.00327625,0.00850629,0
38.9508,27.68475,38.9508,209508,0.386229,155028,0.73996,1.91586,0,0,0,23523.3,1122.79,2907.05,0,0,0,0
39.61025,28.52547,39.60599,213910,0.375573,158670,0.74176,1.97501,0,0,0,23721.2,1108.93,2952.64,0,0,0,0
38.76651,27.39109,38.76651,206889,0.377279,152382,0.73654,1.95224,0,0,0,23410.5,1131.55,2999.24,0.257719,0.0124569,0.0330177,0
44.39512,28.83197,44.39512,251126,0.313995,193197,0.76932,2.4501,0,0,0,26019.9,1036.13,3299.82,0,0,0,0
45.28901,28.22832,41.83955,247996,0.314531,190987,0.77012,2.44847,0,0,0,25932.5,1045.68,3324.58,0,0,0,0
46.78808,28.1979,46.78808,250576,0.316814,192041,0.7664,2.41908,0,0,0,26046.7,1039.47,3281.02,0.165226,0.00659387,0.0208131,0
46.78808,28.1979,46.78808,250576,0.316814,192041,0.7664,2.41908,0,0,0,26046.7,1039.47,3281.02,0.165226,0.00659387,0.0208131,0
43.07493,27.78797,43.06904,235046,0.342265,178019,0.75738,2.21285,0,0,0,25001.3,1063.68,3107.76,0,0,0,0
42.82532,27.65008,42.82224,233689,0.351559,175571,0.7513,2.13705,0,0,0,25315.1,1083.28,3081.36,0,0,0,0
46.3263,27.47005,46.30674,255037,0.313775,195975,0.76842,2.44895,0,0,0,26098.3,1023.31,3261.3,0.0329497,0.00129196,0.00411746,0
42.94482,27.78228,42.94482,234019,0.336501,177710,0.75938,2.2567,0,0,0,24704.3,1055.65,3137.15,0,0,0,0
41.35447,27.54257,41.35447,223792,0.348788,168640,0.75356,2.16051,0,0,0,24222.5,1082.37,3103.22,0,0,0,0
42.92384,32.56212,42.92384,240664,0.323886,185181,0.76946,2.37571,0,0,0,24904.7,1034.83,3195.06,0.0950332,0.00394879,0.0121919,0
47.27651,32.40313,47.21333,268073,0.290974,210679,0.7859,2.70093,0,0,0,26133.7,974.872,3350.37,0,0,0,0
43.10714,32.55969,43.10714,241198,0.321622,186354,0.77262,2.40226,0,0,0,24734.9,1025.5,3188.52,0,0,0,0
47.54261,33.83155,47.46415,271630,0.295379,213289,0.78522,2.65835,0,0,0,26194.8,964.356,3264.81,0,0,0,0
43.45042,33.65386,43.1909,240194,0.342638,184185,0.76682,2.23799,0,0,0,24737.5,1029.9,3005.79,0.0329497,0.0013718,0.00400363,0
43.59039,33.60122,43.23587,241839,0.337913,184857,0.76438,2.26206,0,0,0,24886.4,1029.05,3045.31,0,0,0,0
42.96369,33.46323,42.73471,237811,0.331576,181745,0.76424,2.30487,0,0,0,24528.1,1031.41,3110.63,0,0,0,0
43.27279,33.5551,43.08147,240513,0.330278,184218,0.76594,2.31908,0,0,0,24640.5,1024.5,3101.93,0,0,0,0
49.22303,34.90232,49.1942,288667,0.275372,229496,0.79502,2.88708,0,0,0,27036.8,936.61,3401.25,0,0,0,0
42.94924,33.37734,42.94391,234474,0.337193,179439,0.76528,2.26956,0,0,0,24334.6,1037.84,3077.87,0,0,0,0
47.65093,34.06517,47.60569,273875,0.292767,215468,0.78674,2.68726,0,0,0,26218.7,957.325,3269.92,0,0,0,0
43.61756,33.64125,43.42825,243210,0.324432,187203,0.76972,2.37252,0,0,0,24899.3,1023.78,3155.6,0,0,0,0
43.06046,33.46653,42.88071,238703,0.337231,182427,0.76424,2.26622,0,0,0,24742.5,1036.54,3073.68,0,0,0,0
43.44065,33.42688,43.14304,240193,0.328724,184353,0.76752,2.33485,0,0,0,24672.2,1027.18,3124.76,0,0,0,0
43.12489,33.32398,42.9242,237728,0.335724,181781,0.76466,2.27764,0,0,0,24505.1,1030.8,3070.39,0.0329497,0.00138602,0.00412846,0
48.43129,34.49576,48.43129,281687,0.287864,222640,0.79038,2.74567,0,0,0,26661.3,946.487,3287.96,0,0,0,0
49.84212,34.40302,49.84212,287273,0.276335,228600,0.79576,2.87969,0,0,0,27164.5,945.6,3421.93,0,0,0,0
50.69565,34.95818,50.6408,299077,0.265429,239674,0.80138,3.01919,0,0,0,27789,929.159,3500.6,0,0,0,0
43.00984,33.36007,42.92988,237652,0.363942,180877,0.7611,2.09127,0,0,0,24356.6,1024.88,2816.06,0,0,0,0
43.09844,33.38032,42.94432,238062,0.33926,181499,0.7624,2.24724,0,0,0,24384.9,1024.31,3019.23,0,0,0,0
43.6473,33.66594,43.48776,243041,0.329241,186976,0.76932,2.33665,0,0,0,24806.5,1020.67,3100.08,0,0,0,0
43.72512,33.72047,43.54051,243789,0.320388,188093,0.77154,2.40814,0,0,0,24758.2,1015.56,3169.77,0,0,0,0
42.73523,34.29696,42.07917,235667,0.325786,181449,0.76994,2.36333,0,0,0,24454.8,1037.69,3185.17,0,0,0,0
41.6358,32.99392,41.20583,223045,0.343982,169671,0.7607,2.21145,0,0,0,23760.4,1065.27,3096.89,0,0,0,0
50.29233,34.17186,50.19957,288045,0.280583,228472,0.79318,2.8269,0,0,0,26879.2,933.159,3325.78,0,0,0,0
51.44132,34.06297,51.44132,288188,0.280259,228331,0.7923,2.82703,0,0,0,27110.3,940.715,3356.6,0,0,0,0
51.44132,34.06297,51.44132,288188,0.280259,228331,0.7923,2.82703,0,0,0,27110.3,940.715,3356.6,0,0,0,0
50.15182,33.10858,50.15182,273045,0.295802,213936,0.78352,2.6488,0,0,0,26226.3,960.512,3247.15,0.0329497,0.00120675,0.00407958,0
47.5153,33.99648,47.5153,273123,0.32408,212877,0.77942,2.40503,0,0,0,26712.4,978.035,3017.88,0,0,0,0
47.6817,34.1179,47.6817,275329,0.317276,213490,0.7754,2.44393,0,0,0,27035.7,981.943,3094.91,0,0,0,0
47.31836,33.71427,47.22287,271083,0.301088,211331,0.77958,2.58921,0,0,0,26459.6,976.072,3241.82,0,0,0,0
47.18703,33.66111,47.18098,269060,0.307689,208764,0.7759,2.5217,0,0,0,26556.4,987.006,3207.8,0,0,0,0
47.65582,34.09754,47.65582,274830,0.298515,215923,0.78566,2.63189,0,0,0,26458.9,962.739,3225.09,0,0,0,0
47.81268,34.24322,47.81268,276938,0.295101,217108,0.78396,2.65658,0,0,0,26701.5,964.169,3267.25,0,0,0,0
48.87725,34.75635,48.84302,285627,0.297279,223320,0.78186,2.63005,0,0,0,27463.1,961.504,3234.34,0.244316,0.00855368,0.0287732,0
47.81926,34.2763,47.77767,276998,0.295414,217610,0.7856,2.65931,0,0,0,26618.7,960.969,3252.95,0,0,0,0
48.53195,34.91058,48.47476,282592,0.295609,222213,0.78634,2.66007,0,0,0,27052.6,957.301,3238.4,0,0,0,0
